University Name,Category,Campuses,Contact Information,Website,Google Map URL,Latitude,Longitude,Image URL,Established Since,Sector,Chartered By,City,Province,Recognized University,Distance Education
Mohi-ud-Din Islamic University,General,Nerian Sharif,"Mohi-ud-Din Islamic University, Nerian Sharif AJ&K. +92-5825-450284-5 +92-342-5552062, +92-344-4366008, +92-343-5133628",http://www.miu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3317.293300156329!2d73.76891251453704!3d33.75308594088442!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38e01494d59a2b1d%3A0xc37e1979ece95189!2sMohi-Ud-Din+Islamic+University+Nerian+Sharif!5e0!3m2!1sen!2s!4v1468504617373,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,1/18/2000,Private,Government of AJK,Nerian Sharif,Azad Jammu & Kashmir,Yes,No
Muhammad Ali Jinnah University,General,Karachi; Lahore; Quetta,"22-E, Block-6, PECHS, Karachi 75400 +92-21-111-87-87-87, +92-21-34311325-6, +92-21-34543321-25",http://www.jinnah.edu,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.1070764103815!2d67.06775401452347!3d24.860192251391958!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e9f60d36339%3A0x1d64ea8b0a7ca381!2sMohammad+Ali+Jinnah+University!5e0!3m2!1sen!2s!4v1468992857483,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/18/2000,Private,Government of Sindh,Karachi,Sindh,Yes,No
Muhammad Nawaz Shareef University of Agriculture,Agriculture & Veterinary,Mian Campus,"Old Shujabad Road, Multan. Tel # +92-61-9201680, 9201711 Email: registrar@mnsuam.edu.pk",http://www.mnsuam.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3449.7000999885117!2d71.44797001464018!3d30.159989120060935!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b31170593881d%3A0x90d09c94962b2464!2sMuhammad+Nawaz+Shareef+University+of+Agriculture+Multan!5e0!3m2!1sen!2s!4v1468953938234,,,/english/universities/PublishingImages/MNSUAM-Logo.png,9/11/2013,Public,Government of Punjab,Multan,Punjab,Yes,No
Muhammad Nawaz Sharif University of  Engineering & Technology,General,Multan,"GCT, Old Bahwalpur Road, Multan. +92-61-4482453",http://www.mnsuet.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3449.535559751756!2d71.49341951464041!3d30.164691819837998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1458d336766f6f79%3A0x38546c04c733d572!2sMuhammad+Nawaz+Sharif+University+of+Engineering+%26+Technology!5e0!3m2!1sen!2s!4v1469009948172,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/29/2014,Public,Government of Punjab,Multan,Punjab,Yes,No
"Multan University of Science and Technology, Multan",General,Mian Campus,"0.5 Km from Nag Shah Chowk,  Main Muzaffargarah Road, Multan-Punjab Tel # +92304-1111952 Email: multanust@gmail.com",http://www.multanust.edu.pk,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4104.65483460853!2d71.40882043980456!3d30.105939731060502!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b31ebd90e0a55%3A0xf382f9bedae102bb!2sMultan%20University%20of%20Science%20%26%20Technology!5e0!3m2!1sen!2s!4v1673602771743!5m2!1sen!2s""",,,/english/universities/PublishingImages/Multan%20UST.png,11/16/2022,Private,Government of Punjab,Multan,Punjab,Yes,No
"MY University, Islamabad",General,Mian Campus,"MY University, Japan Road, Islamabad.  +92-51-2355222",http://myu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3324.170095124451!2d73.22649677490618!3d33.574932642784255!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfefdcb68ec83d%3A0xaf25a3f88ee7e951!2sMY%20University%2C%20Islamabad!5e0!3m2!1sen!2s!4v1684134296240!5m2!1sen!2s,,,/english/universities/PublishingImages/Pages/Islamabad/MY-University/MY%20University%20Logo.png,1/1/2013,Private,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
"Namal University, Mianwali",Engineering & Technology,Mian Campus,"Namal University, 30-Km Talagang Road, Mianwali Punjab Pakistan Tel # +92-459-236995",https://www.namal.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3358.160798422008!2d71.78895521474157!3d32.68176938100086!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x392730edd7b69295%3A0x555ce28c5c807cd9!2zTmFtYWwgQ29sbGVnZSBNaWFud2FsaSDZhtmF2YQg2qnYp9mE2Kwg2YXbjNin2YbZiNin2YTbjA!5e0!3m2!1sen!2s!4v1555654305575!5m2!1sen!2s&quot;,,,/english/universities/PublishingImages/Namal%20Institute%20Mianwali.jpg,1/25/2019,Private,Government of Punjab,Mianwali,Punjab,Yes,No
National College of Arts,Arts & Design,Lahore; Rawalpindi,"4-Shahrah-e-Quaid-I-Azam, Lahore. +92-42-99211622",http://www.nca.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3399.4021646567753!2d74.3050492146753!3d31.568017751947302!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39191ca8c0b8e735%3A0xa3ac1db9d38d7805!2sNational+College+of+Arts!5e0!3m2!1sen!2s!4v1469010396941,,,/english/universities/PublishingImages/NCA%20Lahore.png,3/31/1985,Public,Government of Punjab,Lahore,Punjab,Yes,No
National College of Business Administration & Economics,General,Mian Campus; Bahawal Pur; Multan; Rahim Yar Khan,"40-E/1, Gulberg III, Lahore. +92-42-35752716 +92-42-35878583, +92-42-35752716-9",http://www.ncbae.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.2966260699945!2d74.33694651467401!3d31.516012054511545!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919045f0de514f7%3A0x225ffefa1e47f17!2sNational+College+of+Business+Administration+%26+Economics!5e0!3m2!1sen!2s!4v1469010683938,,,/english/universities/PublishingImages/NCBAE-Logo.jpg,4/10/2002,Private,Government of Punjab,Lahore,Punjab,Yes,No
National Defense University,General,Islamabad,"Sector E-9, Islamabad",http://www.ndu.edu.pk/,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3318.5229131637852!2d73.0198906!3d33.721292!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfbef43471f98b%3A0x510166360beac403!2sNational+Defence+University!5e0!3m2!1sen!2s!4v1466938856777,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,2/5/2007,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
"National Skills University, Islamabad",Engineering & Technology,Islamabad,"National Skills University, Faiz Ahmed Faiz Road, H-8/1, Islamabad Tel # +92-051-9250908 Public Relations Office: pro@nsu.edu.pk",https://www.nsu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3320.191975124525!2d73.05453061468889!3d33.6780929448025!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df951902018483%3A0xa9a2f48b62117ec4!2sNATIONAL%20SKILLS%20UNIVERSITY%2C%20ISLAMABAD!5e0!3m2!1sen!2s!4v1629098420751!5m2!1sen!2s,,,/english/universities/PublishingImages/Skills%20University.png,3/15/2018,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
National Textile University,General,Mian Campus; Karachi,"Sheikhupura Road, Faisalabad. +92-41-9230099",http://www.ntu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.1867914032287!2d73.14678591467268!3d31.464047457070173!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3922691075c289bf%3A0xd48f8a2cd3c489f8!2sNational+Textile+University!5e0!3m2!1sen!2s!4v1469015607961,,,/english/universities/PublishingImages/NTU-.png,11/15/2002,Public,Government of Pakistan,Faisalabad,Punjab,Yes,No
"National University of Computer & Emerging Sciences, Islamabad",General,Mian Campus; Chiniot; Karachi; Lahore; Peshawar,"A.K Brohi Road Sector H-11/4, Islamabad. +92-51-111 128 128, +92-51-8314100 - 03",http://www.nu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.050375514073!2d73.0131113145638!3d33.65585658071552!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df95eb4930f6a3%3A0x42849753112383b!2sNational+University+of+Computer+%26+Emerging+Sciences!5e0!3m2!1sen!2s!4v1466939886439,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,7/1/2000,Private,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
National University of Medical Sciences (NUMS),Medical,Rawalpindi,"National University of Medical Sciences , The Mall Rawalpindi, Paksitan. Tel # +92-51-9270677 Email: info@numspak.edu.pk",http://numspak.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.279807888027!2d73.04055601453099!3d33.59804378073195!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df94871af1ee47%3A0xb6f418ce6a74565d!2sNational%20University%20Of%20Medical%20Sciences%20(NUMS)!5e0!3m2!1sen!2s!4v1669628533695!5m2!1sen!2s,,,/english/universities/PublishingImages/NUMS%20Rwp.png,10/31/2015,Public,Government of Pakistan,Rawalpindi,Punjab,Yes,No
National University of Modern Languages,General,Mian Campus; Faisalabad; Hyderabad; Karachi; Lahore; Multan; Peshawar; Quetta; Rawalpindi,"National University of Modern Languages H-9 Islamabad ,Pakistan. +92-51-111-11-6878, +92-51-90856878",http://www.numl.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3320.643839292459!2d73.04784161456412!3d33.66638928071254!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9570806ed9ed%3A0x894fbeb9e70954d4!2sNational+University+of+Modern+Languages!5e0!3m2!1sen!2s!4v1466941112518,,,/english/universities/PublishingImages/NUML%20Logo.jpeg,5/29/2000,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
National University of Pakistan,General,Mian Campus,"FGEIs (Cantt/Garrison) Directorate Secretariat, Sir Syed Road, Rawalpindi Cantt. Tel # 051-5910020",https://www.nup.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.571317078206!2d73.05791557525038!3d33.59047798305615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9360f51ad6a9%3A0x2bab3e71499dde76!2sNational%20University%20of%20Pakistan!5e0!3m2!1sen!2s!4v1698903716250!5m2!1sen!2s,,,/english/universities/PublishingImages/HEC.gif,4/20/2023,Public,Government of Pakistan,Rawalpindi,Punjab,Yes,No
National University of Sciences & Technology,General,Islamabad,"National University of Sciences and Technology. NUST Campus, H-12, Islamabad, Pakistan. +92-51-111-11-6878",http://www.nust.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d53163.026539708!2d72.97635314124595!3d33.61336881607172!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9675aaaaaaab%3A0xc5180922c44eb86b!2sNUST-SEECS+(School+Of+Electrical+Engineering+and+Computer+Science)!5e0!3m2!1sen!2s!4v1466942296580,,,/Style%20Library/HEC/images/NUST-011.jpg,6/10/1997,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
"National University of Technology (NUTECH), Islamabad",Engineering & Technology,Mian Campus,"National University of Technology (NUTECH), IJP Road, Sector I-12, Islamabad. Tel: 9251-5476768",http://www.nutech.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d212685.2494298694!2d73.1037488627908!3d33.599932614241936!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xb7afdd090e577e90!2sNational+University+of+Technology!5e0!3m2!1sen!2s!4v1525241718805,,,/english/universities/PublishingImages/NUTECH.png,2/26/2018,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Nazeer Hussain University,General,Karachi,ST-2 Block-4 Federal B Area Karachi. +92-21- 3636 2046-54,http://www.nhu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.2620544969955!2d67.0491072145247!3d24.92314114888149!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f74f52fe64f%3A0x47c471271394014!2sNazeer+Hussain+University!5e0!3m2!1sen!2s!4v1468922033566,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/30/2003,Private,Government of Sindh,Karachi,Sindh,Yes,No
NED University of Engineering & Technology,General,Karachi,"University Road, Karachi. +92-21-99261253, +92-21-99261 262-68/2242",http://www.neduet.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.007610655506!2d67.10900591452489!3d24.931810648535368!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb338b8d4494c91%3A0xf864ed97b4a8ec0e!2sNED+University+of+Engineering+and+Technology!5e0!3m2!1sen!2s!4v1468993314616,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/30/1977,Public,Government of Sindh,Karachi,Sindh,Yes,No
Newport Institute of Communications & Economics,General,Karachi,"40-L, PECHS Block-6, Karachi +92-21-34547417, +92-21-34313070, +92-21-34541067 +92-21-34541074. +92-21-34381842",http://www.newports.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.430658486608!2d67.05427701452403!3d24.88328775047137!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33ef1966567f7%3A0x8a3b27b6fab64e5b!2sNewports+Institute+of+Communication+%26+Economics!5e0!3m2!1sen!2s!4v1468993513648,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/30/2002,Private,Government of Sindh,Karachi,Sindh,Yes,No
NFC Institute of Engineering & Technology,Engineering & Technology,Mian Campus,"Opposite Pak Arab Fertilizers, Khanewal Road, Multan, Punjab-Pakistan Tel # +92-61-9220044, +92-61-9220012",http://www.nfciet.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3447.5860181396324!2d71.53645211464169!3d30.22036091719669!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b35c5e1760b13%3A0x1220e866c021c2a7!2sNFC+Institute+of+Engineering+and+Technology!5e0!3m2!1sen!2s!4v1469015803601,,,/english/universities/PublishingImages/NFC-IET_Logo.jpg,5/8/2012,Public,Government of Punjab,Multan,Punjab,Yes,No
"Nishtar Medical University, Multan",Medical,Multan,"Nishtar Medical University (NMU), Nishtar Road, Gillani Colony, Multan Punjab, Pakistan Tel # +92-61-9200231-35 Fax # +92-61-9200227 Email:   nishtarmed@gmail.com",http://www.nmch.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3448.182308924241!2d71.4390553144275!3d30.203343718004955!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b33cf76d44955%3A0xb3808aee2bfa3217!2sNishtar+Medical+University!5e0!3m2!1sen!2s!4v1551951935504&quot;,,,/english/universities/PublishingImages/Nishtar%20Medical%20University%20Multan.png,9/28/2017,Public,Government of Punjab,Multan,Punjab,Yes,No
"Northern University, Nowshera",General,Mian Campus,"Wattar Wali, Ziarat Kaka Sahib Road,  Nowhsera, Khyber Pakhunkhwa. Tel # +92-923-616000, 616001, 616002, 616003 Email: registrar@northern.edu.pk",http://www.northern.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3307.404069747269!2d72.03012361474003!3d34.007837627517304!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38ded232e0bbd6e9%3A0x84e0d30a01326ccd!2sNorthern+University!5e0!3m2!1sen!2s!4v1468697048309,,,/english/universities/PublishingImages/Northen%20University.jpg,11/2/2002,Private,Government of Khyber Pakhtunkhwa,Nowshehra,Khyber Pakhtunkhwa,Yes,No
Nur International University,General,Lahore,"Chairperson Secretariat,Fatima Memorial Hospital, Shadman, Lahore. +92-42-111555600, +92-42-37421967, +92-42-37503694",http://www.niu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3408.5678817779703!2d74.22214011466892!3d31.315686364354804!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919ab2e731b6231%3A0x86ffc171567f617!2sNur+International+University!5e0!3m2!1sen!2s!4v1469016210308,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,2/26/2015,Private,Government of Punjab,Lahore,Punjab,Yes,No
"Pak-Austria Fachhochschule Institute of Applied Sciences and Technology, Haripur",General,Mian Campus,"Mang, Haripur-Khyber Pakhtunkhwa Pakistan Tel # +92-995-645112-18 Fax # +92-995-645117",http://www.paf-iast.edu.pk,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13245.041886248497!2d72.9179687!3d33.9086952!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xecea542d8a6b1d0a!2sPak-Austria%20Fachhochschule%20Institute%20of%20Applied%20Sciences%20and%20Technology!5e0!3m2!1sen!2s!4v1635920497016!5m2!1sen!2s,,,/english/universities/PublishingImages/PAK-IAST%20Haripur.jpg,4/1/2019,Public,Government of Khyber Pakhtunkhwa,Haripur,Khyber Pakhtunkhwa,Yes,No
"Pakistan Global Institute, Rawat",General,Mian Campus,"Moza Bagha Sheikhan, Rawat, Rawalpindi. Tel # +92 051 885 0570 Email: pgiadmissions@mypgi.edu.pk",http://www.mypgi.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6657.064975565431!2d73.18839558732587!3d33.461484762175424!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dff1bdcf97a8e1%3A0x57608ce2cf0c4adc!2sPakistan%20Global%20Institute%20(PGI)%20RAWAT!5e0!3m2!1sen!2s!4v1685336148653!5m2!1sen!2s,,,/english/universities/PublishingImages/Pakistan%20Global%20Institute-Rawat.png,3/17/2023,Private,Government of Pakistan,Rawat,Punjab,Yes,No
Pakistan Institute of Development Economics (PIDE),General,Islamabad,"Pakistan Institute of Development Economics (PIDE),  Quaid-i-Azam University Campus,  P.O. Box. 1091, Islamabad, 44000, Pakistan. +92-51-9248074 +92-51-9248065",http://www.pide.org.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3317.4381333309943!2d73.13656871456696!3d33.74934238068935!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfc11dc418db5d%3A0x6ecd9345f02150b5!2sPakistan+Institute+of+Development+Economics!5e0!3m2!1sen!2s!4v1466942670248,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,11/8/2006,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Pakistan Institute of Engineering & Applied Sciences,Engineering & Technology,Mian Campus; Islamabad,"Nilore, Islamabad, Pakistan. +92 (51) 1111 PIEAS +92 (51) 1111 74327 +92 (51) 924 8600",http://www.pieas.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.1253466800636!2d73.26623871456374!3d33.65391388071615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfe88544506195%3A0xeece07c3d316ebed!2sPakistan+Institute+of+Engineering+%26+Applied+Sciences+(PIEAS)!5e0!3m2!1sen!2s!4v1466942904039,,,/english/universities/PublishingImages/PIEAS.jpg,3/22/2000,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Pakistan Institute of Fashion & Design,Arts & Design,Lahore,"51-J/3, Johar Town, Lahore. +92-42 99232951-57",http://www.pifd.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.1185623123347!2d74.2537086146727!3d31.46592455697781!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190228557806b1%3A0x94368bf6f2a8e7ee!2sPakistan+Institute+of+Fashion+and+Design!5e0!3m2!1sen!2s!4v1469016800916,,,/english/universities/PublishingImages/PFID%20Lahore.jpg,5/4/2011,Public,Government of Punjab,Lahore,Punjab,Yes,No
Pakistan Military Academy,General,Abbottabad,"Kakul Road, Abbottabad Pakistan",http://www.pma.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3300.3420740825904!2d73.26113021474507!3d34.18873531797313!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38de302df8f90399%3A0x57f0e9f512fae96f!2sPakistan+Military+Academy!5e0!3m2!1sen!2s!4v1468697574141,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/18/1959,Public,Government of Pakistan,Abbottabad,Khyber Pakhtunkhwa,Yes,No
Pakistan Naval Academy,General,Karachi,"Pakistan Naval Academy Karachi, Pakistan",http://www.paknavy.gov.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3621.865375842522!2d66.96943371452238!3d24.800062953784273!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb3164a314e5d19%3A0xa01aebb313363b8b!2sPakistan+Naval+Academy!5e0!3m2!1sen!2s!4v1468993776976,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,6/4/1965,Public,Government of Sindh,Karachi,Sindh,Yes,No
Peoples University of Medical & Health Sciences for Women,General,Nawabshah,"Peoples University of Medical & Health Sciences for Women, Nawabshah 67480 (SBA). +92-244-9370260",http://www.pumhs.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3578.5530455445974!2d68.40067581455156!3d26.243708494887404!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394a4cc854944097%3A0xf9bec6d24cfab1f5!2sPeoples+University+of+Medical+and+Health+Sciences!5e0!3m2!1sen!2s!4v1468994146053,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/21/2009,Public,Government of Sindh,Nawabshah,Sindh,Yes,No
Pir Mehr Ali Shah Arid Agriculture University,General,Rawalpindi,"Shamsabad, Murree Road, Rawalpindi. +92-51-9292104",http://www.uaar.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.3996102879746!2d73.07892041473016!3d33.64680614643471!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df952e017d0acd%3A0xf20be4a76782ceaf!2sPir+Mehr+Ali+Shah+Arid+Agriculture+University!5e0!3m2!1sen!2s!4v1469017165334,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/24/1995,Public,Government of Punjab,Rawalpindi,Punjab,Yes,No
"Preston Institute of Management, Science & Technology",General,Karachi,"177/2, IEP Building, Karachi. +92-21-32791216, +92-21-32789888, +92-21-32789889  +92-21-32789890",http://pimsat-khi.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.2203073031533!2d67.03766141452341!3d24.856324151545955!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e79504389a1%3A0x50c70882844229bd!2sPreston+Institute+of+Management%2C+Science+and+Technology!5e0!3m2!1sen!2s!4v1468995096903,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,7/31/2001,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Preston University, Karachi",General,Karachi,"Main Campus:15, Banglore Town, Shahrah-e-Faisal,Karachi. +92-21-34398727, +92-21-34534663-4 UAN:021-111-707-808",http://www.preston.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.8877718030944!2d67.08308761452369!3d24.86768235109345!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33eae52943efb%3A0xf3c0191e0dd7bff0!2sPreston+University!5e0!3m2!1sen!2s!4v1468995714444,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,4/15/2004,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Preston University, Kohat",General,Mian Campus; Islamabad,"Sector 10 Street 3 KDA Kohat, Kohat, Pakistan, Tel # +92 922 860211 Islamabad Campus: Plot No 85, Street 3, Sector H-8/1,Islamabad. +92-51-8491300",http://www.preston.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.303139856728!2d71.42577761466967!3d33.597438280732035!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d8ef9db96cedb7%3A0xf2f0e47a38bd9813!2sPreston+University+Kohat!5e0!3m2!1sen!2s!4v1539682263407&quot;,,,/english/universities/PublishingImages/Preston%20University%20Kohat.jpg,11/23/2002,Private,Government of Khyber Pakhtunkhwa,Kohat,Khyber Pakhtunkhwa,Yes,No
"Punjab Tianjin University of Technology, Lahore",Engineering & Technology,Lahore,"Punjab Tianjin University of Technology (PTUT),  Near Green Town Police station, Township,  Lahore, Pakistan Email:    info@ptut.edu.pk Tel:    +92 42 9933 2438  & +92 42 9933 2439",http://ptut.edu.pk/,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d27233.144269631953!2d74.296372!3d31.437729!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x3f699edaa3903074!2sPunjab+Tianjin+University+of+Technology%2CLahore!,,,/english/universities/PublishingImages/PTUT%20Lahore.png,3/20/2018,Public,Government of Punjab,Lahore,Punjab,Yes,No
"Punjab University of Technology, Rasul-Mandi Bahauddin",Engineering & Technology,Mian Campus,"13-km Mandi Bahauddin - Sarai Alamgir Rd, Rasul, Mandi Bahauddin, Punjab 50370, Pakistan Tel # 0092-0546-553216 Email: registrar@putrasul.edu.pk URL # www.putrasul.edu.pk",https://www.putrasul.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3358.282888013573!2d73.55997371450026!3d32.678522281001825!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14e4cadbdb58c789%3A0x1aa21c1e2dd5014f!2sPunjab%20University%20of%20Technology%20Rasul!5e0!3m2!1sen!2s!4v1649323336044!5m2!1sen!2s,,,"/english/universities/PublishingImages/Punjab%20University%20of%20Technology,%20Rasul-Mandi%20Bahauddin.jpg",5/24/2018,Public,Government of Punjab,Mandi Bahauddin,Punjab,Yes,No
Qarshi University,General,Mian Campus; Lahore,"08-km Thokar Niaz baig, Canal Road,Lahore. +92-42-37499163",http://www.qu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.0826320490396!2d74.32272821467409!3d31.521890354221917!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919048f4a5f785d%3A0x6cd13df620b8b4ff!2sQarshi+University!5e0!3m2!1sen!2s!4v1469017359433,,,/english/universities/PublishingImages/Qarshi%20University.jpg,5/2/2011,Private,Government of Punjab,Lahore,Punjab,Yes,No
